restriction_type,times_of_operation,maximum_stay,tariff,cashless_identifier,nearest_machine,road_name,postcode,controlled_parking_zone,valid_parking_permits,parking_bay_length_metres,disclaimer,easting,northing,longitude,latitude,unique_identifier,spatial_accuracy,last_uploaded,location,organisation_uri,:@computed_region_hxwp_gyfc,:@computed_region_6i9a_26nj,parking_spaces,epsg_27700_well_known_text_geometry,epsg_4326_well_known_text_geometry
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Ossulston Street,NW1 1JJ,CA-G,N/A,36,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529953,182794,-0.127975,51.529113,46049594,Defined By Custodian,2019-11-29T23:02:13.000,"{'latitude': '51.529113', 'longitude': '-0.127975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},16,115,5,"MULTILINESTRING ((529958.3727434608 182787.46688710127,529957.8780397947 182788.1866810624,529954.9922684093 182792.67539618103,529952.3373587348 182796.66425438225,529947.868535618 182803.34234279933,529949.5752632659 182804.28207380415),(529956.9545929513 182793.34520445042,529955.2643554256 182792.2955049238),(529953.2855407614 182798.83363340396,529951.537587808 182797.95388522928),(529958.3727434608 182787.46688710127,529958.3397632163 182787.44689282458),(529960.2031470252 182788.5965637347,529958.3727434608 182787.46688710127),(529966.2550218734 182779.53915639056,529964.6472349587 182778.30950837364,529958.3727434608 182787.46688710127))","MULTILINESTRING ((-0.12790098637256747 51.52905227546487,-0.12790784850699288 51.52905885787339,-0.12794777074432778 51.529099860688525,-0.12798455117584498 51.529136318280145,-0.12804647453075887 51.52919736054371,-0.12802153769537902 51.5292054134243),(-0.127919250897931 51.52910542903395,-0.12794399066462406 51.52909638411361),(-0.1279700898834987 51.52915559618737,-0.1279955985469655 51.52914809185123),(-0.12790098637256747 51.52905227546487,-0.1279014689194651 51.529052103361316),(-0.12787419764010943 51.52906200689448,-0.12790098637256747 51.52905227546487),(-0.12779034396864963 51.528979218007464,-0.12781396212899854 51.52896853698854,-0.12790098637256747 51.52905227546487))"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Pandora Road,NW6 1TT,CA-P,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525282,185035,-0.194479,51.550307,46044517,Defined By Custodian,2019-11-29T23:02:01.000,"{'latitude': '51.550307', 'longitude': '-0.194479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},18,130,1,"LINESTRING (525281.4195492895 185037.2428954178,525282.7057788213 185035.78331321885,525282.598593027 185035.6933389737,525278.0638094214 185031.73447218753,525276.8352953173 185033.22404580153)","LINESTRING (-0.19448735815405233 51.55032726240883,-0.1944693366887412 51.55031385964685,-0.19447091380854525 51.55031307481408,-0.19453769226227585 51.550278501914775,-0.1945548710871103 51.55029216140067)"
disabled (dedicated),at any time,N/A,N/A,N/A,N/A,Platt's Lane,NW3 7PL,CA-S,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",0,0,-0.194217,51.560111,46127011,Defined By Custodian,2019-11-29T23:02:13.000,"{'latitude': '51.560111', 'longitude': '-0.194217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},6,43,1,,
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Leverton Street,NW5 2PJ,CA-M,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529070,185293,-0.139782,51.551773,46045241,Defined By Custodian,2019-11-29T23:02:03.000,"{'latitude': '51.551773', 'longitude': '-0.139782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},12,82,1,"LINESTRING (529072.0039399092 185290.37043841233,529070.2394968335 185290.64036114773,529071.2783745324 185297.19848390462,529073.0675527912 185296.83858692407)","LINESTRING (-0.13975433539393145 51.55174866915974,-0.1397796710269001 51.55175149805405,-0.13976229068629 51.551810197368425,-0.1397366314546693 51.55180655423644)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,University Street,WC1E 6JN,CA-E,N/A,961,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",0,0,-0.136048,51.52342,46129404,Defined By Custodian,2019-11-29T23:02:14.000,"{'latitude': '51.52342', 'longitude': '-0.136048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},2,13,1,,
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Fairhazel Gardens,NW6 3SJ,CA-R,CA-R;CA-K,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526157,184298,-0.18213,51.543489,46046710,Defined By Custodian,2019-11-29T23:02:07.000,"{'latitude': '51.543489', 'longitude': '-0.18213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},17,121,1,"LINESTRING (526160.1864065059 184296.38496379476,526158.5373942857 184295.62518128022,526155.7917889389 184301.65345570463,526157.3583505482 184302.3832468041)","LINESTRING (-0.1820854770783767 51.543473518236254,-0.18210951628275582 51.54346705824275,-0.18214692818047643 51.54352184781842,-0.18212408804829144 51.54352805669533)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Glenmore Road,NW3 4DA,CA-B,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",527220,184907,-0.16659,51.548724,46047121,Defined By Custodian,2019-11-29T23:02:08.000,"{'latitude': '51.548724', 'longitude': '-0.16659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},1,8,1,"LINESTRING (527222.9088219488 184909.12956747646,527221.0701733233 184909.9793242361,527219.0006629869 184905.4406234257,527220.9300072845 184904.63085521944)","LINESTRING (-0.1665473155274562 51.54874194340551,-0.16657351133956563 51.54874999420086,-0.16660498229327322 51.54870967100108,-0.16657746472831464 51.54870195916562)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Steele's Road,NW3 4SH,CA-B,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",527781,184644,-0.158599,51.546234,46045619,Defined By Custodian,2019-11-29T23:02:04.000,"{'latitude': '51.546234', 'longitude': '-0.158599', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},9,65,1,"LINESTRING (527785.2219890439 184645.65498629079,527783.6636724957 184646.9846056912,527779.4257110897 184642.12599645363,527781.0334980044 184640.59643428624)","LINESTRING (-0.1585376052302467 51.54624720127031,-0.15855958342060797 51.54625950294732,-0.15862243068722115 51.54621679732791,-0.1585998120289374 51.54620268759739)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Cleve Road,NW6 3RP,CA-R,CA-R;CA-K,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525527,184358,-0.191189,51.544169,46044411,Defined By Custodian,2019-11-29T23:02:01.000,"{'latitude': '51.544169', 'longitude': '-0.191189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},18,127,1,"LINESTRING (525530.0493667931 184356.78767369888,525530.0823470376 184358.61715001674,525524.3932548778 184358.73711567692,525524.4097450001 184356.91763649744)","LINESTRING (-0.1911460246815667 51.5441567314139,-0.1911448969927143 51.544173165794945,-0.19122685164966738 51.54417550808824,-0.1912272627237136 51.544159152559125)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Talacre Road,NW5 3PH,CA-L,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528437,184737,-0.149109,51.546921,46045749,Defined By Custodian,2019-11-29T23:02:04.000,"{'latitude': '51.546921', 'longitude': '-0.149109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},9,59,1,"LINESTRING (528436.037641998 184733.37987530252,528437.7031443405 184733.84974080493,528435.8809858372 184740.0379694429,528434.3061791669 184739.43814114196)","LINESTRING (-0.1491251145289023 51.5468880051605,-0.14910093719492265 51.546891849175914,-0.14912494341961796 51.54694787651319,-0.14914786094184673 51.54694284391018)"
disabled (dedicated),at any time,N/A,N/A,N/A,N/A,Hampstead Hill Gardens,NW3 1PD,CA-H,157,991,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",0,0,-0.170852,51.554201,46128479,Defined By Custodian,2019-11-29T23:02:14.000,"{'latitude': '51.554201', 'longitude': '-0.170852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},8,56,1,,
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Loveridge Road,NW6 2DU,CA-Q,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",524926,184683,-0.199736,51.547223,46044299,Defined By Custodian,2019-11-29T23:02:01.000,"{'latitude': '51.547223', 'longitude': '-0.199736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},18,133,1,"LINESTRING (524930.3448476046 184682.68438673517,524929.7759383887 184684.54385446807,524924.16929684 184682.6443981818,524924.8536369114 184680.76493617217)","LINESTRING (-0.19967398989856006 51.547218559097374,-0.19968153023260257 51.54723539625128,-0.1997630192350753 51.54721956555997,-0.19975382213589862 51.547202523189924)"
disabled (dedicated),at any time,N/A,N/A,N/A,N/A,Medley Road,NW6 2HJ,CA-Q,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525269,184678,-0.194794,51.547102,46044385,Defined By Custodian,2019-11-29T23:02:01.000,"{'latitude': '51.547102', 'longitude': '-0.194794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},18,132,1,"LINESTRING (525269.1179181266 184675.0465730366,525270.7504402247 184675.88633265792,525267.9553645113 184681.0948417377,525266.215656619 184680.1751050096)","LINESTRING (-0.19479360243415847 51.54707488727988,-0.1947697723299055 51.547082072253566,-0.19480820700092885 51.54712950167082,-0.19483361056873386 51.547121621695624)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Leybourne Street,NW1 8BX,CA-F,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528674,184248,-0.145872,51.542472,46048291,Defined By Custodian,2019-11-29T23:02:11.000,"{'latitude': '51.542472', 'longitude': '-0.145872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},3,17,1,"LINESTRING (528673.0089431048 184252.05765235567,528671.8463894895 184250.79801292368,528676.8676317001 184246.51923771037,528678.0054501321 184247.82886283405)","LINESTRING (-0.1458854136892534 51.542508485806486,-0.14590262892600345 51.54249743028138,-0.14583182544376985 51.54245783383376,-0.1458149484266783 51.542469344198516)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Glenhurst Avenue,NW5 1PU,CA-U,N/A,4,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528493,185850,-0.147896,51.55691,46044661,Defined By Custodian,2019-11-29T23:02:02.000,"{'latitude': '51.55691', 'longitude': '-0.147896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},10,71,1,"LINESTRING (528496.5728806023 185850.7500314224,528495.6082084535 185852.1196393762,528491.3290217421 185849.07051217978,528492.392634624 185847.5609442891)","LINESTRING (-0.14784466642541405 51.55691589027432,-0.14785807381298818 51.556928418146384,-0.1479208794053835 51.55690198956343,-0.1479060967033656 51.556888181396545)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Mortimer Crescent,NW6 5NP,CA-K,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525747,183643,-0.188274,51.537694,46043469,Defined By Custodian,2019-11-29T23:01:59.000,"{'latitude': '51.537694', 'longitude': '-0.188274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},13,89,1,"LINESTRING (525748.7083871943 183639.65295137782,525749.9616364817 183641.1225307151,525745.6659596481 183645.44129448183,525744.3137696275 183643.9617180062)","LINESTRING (-0.18825059318144885 51.53766314270301,-0.1882320078163588 51.53767607105828,-0.18829237083355593 51.53771584016761,-0.18831238560644897 51.537702843975076)"
disabled (dedicated),at any time,N/A,N/A,N/A,N/A,Priory Road,NW6 4SJ,CA-K,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",0,0,-0.189823,51.54035,46127182,Defined By Custodian,2019-11-29T23:02:13.000,"{'latitude': '51.54035', 'longitude': '-0.189823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},13,92,1,,
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Whitfield Street,W1T 4EY,CA-E,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529372,181962,-0.136652,51.521769,46035919,Defined By Custodian,2019-11-29T23:01:55.000,"{'latitude': '51.521769', 'longitude': '-0.136652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},2,13,1,"LINESTRING (529375.9910976457 181960.78352275278,529374.3173502422 181959.54387759752,529370.4916418912 181964.8523580608,529372.2148596614 181965.97203755588)","LINESTRING (-0.13659533034029622 51.52175655455673,-0.13661989666011143 51.521745796987666,-0.13667306000739113 51.52179437909343,-0.136647825051671 51.52180404723585)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Buckland Crescent,NW3 5DX,CA-B,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526769,184542,-0.173222,51.545545,46035521,Defined By Custodian,2019-11-29T23:01:54.000,"{'latitude': '51.545545', 'longitude': '-0.173222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},6,42,1,"LINESTRING (526772.1183513072 184547.9029675151,526773.5859721833 184546.5733481147,526769.9499002377 184542.60448419017,526768.9769830278 184541.7347331538,526767.5176072129 184543.03436113917)","LINESTRING (-0.17317527133129254 51.545596939882074,-0.17315459666473484 51.545584661231864,-0.1732084340236364 51.545549808914764,-0.17322277025985672 51.5455422107648,-0.1732433368857171 51.545554218019554)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Grangeway,NW6 2BT,CA-Q,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525029,184202,-0.198422,51.542877,46043387,Defined By Custodian,2019-11-29T23:01:59.000,"{'latitude': '51.542877', 'longitude': '-0.198422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},13,90,1,"LINESTRING (525028.2549481802 184199.34274184183,525027.257295787 184200.5823869971,525032.2373126921 184204.58124233666,525033.2019848409 184203.2416257979)","LINESTRING (-0.19843437116944732 51.54285303076513,-0.19844830984540907 51.54286439243829,-0.1983751140078463 51.542899228629544,-0.19836168617971212 51.54288697578871)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Raglan Street,NW5 3DB,CA-L,N/A,13,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528909,184852,-0.142264,51.547847,46045304,Defined By Custodian,2019-11-29T23:02:03.000,"{'latitude': '51.547847', 'longitude': '-0.142264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},12,81,2,"LINESTRING (528907.9354690585 184859.32382422214,528906.195761166 184858.26412755717,528913.6575414626 184847.01734691462,528915.3312888661 184848.2969806233)","LINESTRING (-0.14227726176272332 51.54791237416551,-0.14230272578019051 51.5479032477471,-0.14219929140626905 51.547800471561004,-0.14217469762445825 51.54781158955831)"
disabled (blue badge),at any time,loading 40 minutes,N/A,N/A,N/A,Gaisford Street,NW5 2EB,CA-M,N/A,4,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529083,184863,-0.139752,51.547906,46048379,Defined By Custodian,2019-11-29T23:02:11.000,"{'latitude': '51.547906', 'longitude': '-0.139752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},4,29,1,"LINESTRING (529085.4104092596 184861.2132833701,529085.5340851761 184862.86281119767,529080.4963528434 184863.21271103987,529080.3561868046 184861.42322327543)","LINESTRING (-0.13971846831991785 51.54788883105424,-0.13971608075876119 51.54790362690106,-0.13978856563036376 51.547907922462045,-0.13979124217830544 51.547891872578404)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Red Lion Street,WC1R 4PF,CA-D,N/A,13,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",0,0,-0.117545,51.519854,46126929,Defined By Custodian,2019-11-29T23:02:13.000,"{'latitude': '51.519854', 'longitude': '-0.117545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},11,73,2,,
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Hollycroft Avenue,NW3 7QG,CA-S,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525361,186166,-0.192938,51.560454,46034952,Defined By Custodian,2019-11-29T23:01:52.000,"{'latitude': '51.560454', 'longitude': '-0.192938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},6,43,1,"LINESTRING (525360.8442228764 186162.90067922891,525362.5674406466 186163.89039592547,525359.9537562774 186168.98893648342,525358.1645780186 186168.0292112019)","LINESTRING (-0.19294175567330263 51.56042605026157,-0.19291655715183997 51.56043456201062,-0.19295242627771508 51.56048096336413,-0.19297856518053408 51.56047273579544)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Churchway,NW1 1LN,CA-G,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529787,182725,-0.130393,51.528531,46049465,Defined By Custodian,2019-11-29T23:02:13.000,"{'latitude': '51.528531', 'longitude': '-0.130393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},16,115,1,"LINESTRING (529786.6446108471 182721.73570245714,529788.2853780062 182722.22556223624,529786.4467293806 182728.0039082019,529784.7235116105 182727.43407131603)","LINESTRING (-0.13039942421253647 51.52850101196155,-0.13037560419072694 51.52850503755978,-0.1303999666278861 51.528557388864236,-0.13042500405168087 51.528552663447634)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Lawford Road,NW5 2LG,CA-M,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529288,184697,-0.136858,51.546367,46048372,Defined By Custodian,2019-11-29T23:02:11.000,"{'latitude': '51.546367', 'longitude': '-0.136858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},4,25,1,"LINESTRING (529291.6771028258 184695.46072954507,529291.8832293533 184697.4901486299,529285.9715205439 184698.06998265415,529285.8395995662 184696.08055212273)","LINESTRING (-0.13680625370563693 51.54635206712146,-0.1368025373694663 51.54637025807323,-0.13688753193977132 51.54637682181079,-0.13689016400585327 51.54635897324718)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Leverton Street,NW5 2PG,CA-M,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529083,185400,-0.139555,51.552732,46045246,Defined By Custodian,2019-11-29T23:02:03.000,"{'latitude': '51.552732', 'longitude': '-0.139555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},12,82,1,"LINESTRING (529080.7437046764 185397.28983305398,529082.6895390962 185397.089890287,529083.5800056951 185403.58803021378,529081.6424163365 185403.737987289)","LINESTRING (-0.13958914030200806 51.552707537635,-0.13956116365303073 51.55270529615212,-0.13954594403544968 51.552763490288214,-0.13957382019560957 51.55276528067799)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Highgate Hill,N6 5HG,CA-U,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528788,187263,-0.143126,51.569541,46044851,Defined By Custodian,2019-11-29T23:02:02.000,"{'latitude': '51.569541', 'longitude': '-0.143126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},10,72,1,"LINESTRING (528789.7177829909 187260.12660157573,528790.7319255063 187261.68615515818,528785.8261141512 187264.9652165366,528784.8696870634 187263.40566295417)","LINESTRING (-0.14310261527612106 51.56951478062257,-0.143087419612554 51.569528564493375,-0.14315696474733308 51.56955915130152,-0.14317132809963268 51.56954535425755)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Parkway,NW1 7AN,CA-F,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528729,183704,-0.145278,51.537571,46047896,Defined By Custodian,2019-11-29T23:02:10.000,"{'latitude': '51.537571', 'longitude': '-0.145278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},3,22,1,"LINESTRING (528726.2555476957 183702.8848514347,528728.0364808935 183701.73518052459,528731.911659611 183707.0136695728,528730.2544023297 183708.1533433446)","LINESTRING (-0.14531875390687912 51.53756098314834,-0.14529350971980057 51.53755024547157,-0.14523573668264225 51.537596800162866,-0.14525920228501044 51.53760741983661)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Maygrove Road,NW6 2EP,CA-Q,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525118,184764,-0.19694,51.547908,46044397,Defined By Custodian,2019-11-29T23:02:01.000,"{'latitude': '51.547908', 'longitude': '-0.19694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},18,133,1,"LINESTRING (525121.4488738059 184762.30159654593,525121.6550003334 184764.23104424728,525115.083686636 184764.9908267618,525114.8858051695 184763.1113647522)","LINESTRING (-0.19689109382129705 51.54789179024821,-0.19688743674356976 51.54790908480132,-0.19698188766279193 51.5479173687147,-0.1969854080901169 51.54790052156023)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Cressy Road,NW3 2NB,CA-B,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",527589,185577,-0.161028,51.554662,46046061,Defined By Custodian,2019-11-29T23:02:05.000,"{'latitude': '51.554662', 'longitude': '-0.161028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},7,46,1,"LINESTRING (527588.4536058661 185580.7073303415,527590.407685347 185580.42741046773,527589.3935428316 185573.96925909433,527587.4394633507 185574.22918469142)","LINESTRING (-0.16103482920081574 51.55469490394882,-0.16100676023379568 51.5546919469905,-0.16102372126106243 51.55463413756052,-0.16105179744040818 51.55463691482923)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Alma Street,NW5 3DJ,CA-L,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528860,184828,-0.142979,51.547642,46045307,Defined By Custodian,2019-11-29T23:02:03.000,"{'latitude': '51.547642', 'longitude': '-0.142979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},12,86,1,"LINESTRING (528860.0893794887 184832.6014734155,528858.481592574 184831.3718253986,528861.7383917089 184826.46323046926,528863.5605502123 184827.69287848618)","LINESTRING (-0.14297669231561239 51.54768313861776,-0.14300031679306646 51.54767245462216,-0.14295517078942616 51.54762759876931,-0.14292845641524826 51.54763823385872)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Langland Gardens,NW3 6QD,CA-H,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525944,185329,-0.184831,51.552802,46035056,Defined By Custodian,2019-11-29T23:01:53.000,"{'latitude': '51.552802', 'longitude': '-0.184831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},6,39,1,"LINESTRING (525943.6875921132 185333.2281705141,525945.6251814719 185332.6483364899,525943.7782877852 185326.27016222329,525941.7087774489 185327.0299447378)","LINESTRING (-0.18483491229580187 51.552839994148364,-0.1848071877298072 51.552834351078545,-0.18483609317027072 51.55277744217434,-0.18486565509848807 51.552784731855134)"
